26 4 18 2 14 11 9 1 12 3
8 14 8 12 11 2 6 2 2 2
9 27 16 12 6 2 6 7 2 9
15 13 20 5 2 2 8 7 11 9
8 25 14 15 11 2 27 7 15 6
17 22 21 6 4 1 5 10 48 6
18 28 5 5 22 3 6 15 2 13
23 18 11 10 16 11 5 4 3 10
16 9 10 7 2 6 14 4 2 14
16 4 4 1 9 11 11 2 3 1
