38 4 58 2 15 10 29 8 40 3
17 28 4 17 27 15 18 8 2 5
23 74 31 18 50 15 18 10 2 10
19 11 30 6 10 15 19 10 14 11
9 29 28 25 18 15 43 10 15 7
31 24 48 3 15 18 16 12 61 10
33 31 21 9 4 10 17 13 18 16
41 29 41 10 29 32 14 12 14 26
41 9 12 9 20 17 19 12 2 27
41 14 9 17 5 31 17 11 4 29
