7.42686567164179 1.29473684210526 5.23243243243243 1.09941520467836 5.21890611127157 4.19045553145336 3.41848739495798 1 4.32007400555042 2.125
3.35733176608875 5.42079143267598 3.1500031739986 5.2655724346662 4.27621483375959 1.0233918128655 2.41647058823529 1.00653594771242 1.49032258064516 1.00735294117647
3.04488078541374 8.73328327254523 5.33992680376438 4.68004058681774 2.79604519774011 1.02923976608187 2.41411764705882 2.33665559246955 1.49242424242424 3.45848169776385
3.92715855572998 5.63808095952024 6.03090766823161 1.78917378917379 1.05847953216374 1.02923976608187 3.84319879480259 2.33665559246955 4.31486210418795 3.85235890869694
3.82995951417004 6.11369944329467 6.00103621291449 4.54847264977504 4.52276897414512 1.0233918128655 6.80275942479596 2.33665559246955 4.00508607198748 2.76988795518207
6.98594868802047 8.23048780487805 7.56619217081851 1.89473684210526 1.5047619047619 1 1.78354978354978 3.92744045160402 16.1692722371968 2.73740053050398
7.19678746637126 9.20767676767677 2.17948717948718 1.8508064516129 7.03988486031427 1.92380952380952 2.17179487179487 4.62681532304174 1.11111111111111 4.2115400581154
7.26956479313037 5.98062851202236 4.72448439978847 4.37090239410681 5.33508546091683 4.86483913953931 2.73958333333333 1.75724637681159 1.26190476190476 3.46110665597434
7.07095127477129 4.48080808080808 3.51811346548189 3.00246305418719 1.38011695906433 2.10227272727273 5.49229984701683 1.75724637681159 1.47096774193548 4.81284606866002
7.07095127477129 2.82317073170732 1.75661375661376 1 3.95710928319624 3.06238859180036 4.67868263029135 1.01307189542484 1.50757575757576 1
